timestamp,zone_name,people_count,density,avg_speed_mps,stagnation_ratio,avg_dwell_time_sec,flow_conflict_ratio,directional_entropy,acceleration_variance,zone_transitions,inflow,outflow,risk_label,scenario
4369.0,FOOD_COURT_A,66.32,0.4422,0.5877,0.3054,127.01,0.4049,0.7491,0.014569,8.66,3.81,4.85,WARNING,event_day
4370.0,FOOD_COURT_A,53.81,0.3588,0.3706,0.2814,94.75,0.3399,0.772,0.015274,12.41,6.63,5.78,WARNING,event_day
4371.0,FOOD_COURT_A,58.11,0.3874,0.8827,0.3456,84.36,0.3145,0.7303,0.014904,16.16,8.31,7.86,WARNING,event_day
4372.0,FOOD_COURT_A,52.04,0.3469,0.5592,0.3497,72.44,0.3144,0.5859,0.01464,15.76,7.34,8.42,WARNING,event_day
4373.0,FOOD_COURT_A,45.84,0.3056,0.4178,0.4232,95.6,0.3327,0.8482,0.008267,17.09,8.76,8.32,WARNING,event_day
4374.0,FOOD_COURT_A,57.76,0.3851,0.5685,0.326,100.19,0.2859,0.6614,0.015895,15.18,4.91,10.27,WARNING,event_day
4375.0,FOOD_COURT_A,48.6,0.324,0.5946,0.327,120.69,0.3598,0.7599,0.011678,17.38,7.68,9.7,WARNING,event_day
4376.0,FOOD_COURT_A,50.8,0.3387,0.6853,0.3651,103.54,0.3929,0.807,0.015957,15.57,10.33,5.24,WARNING,event_day
4377.0,FOOD_COURT_A,45.15,0.301,0.5783,0.4061,92.83,0.3368,0.7786,0.013384,15.82,6.48,9.34,WARNING,event_day
4378.0,FOOD_COURT_A,52.78,0.3519,0.6195,0.4498,77.38,0.3105,0.7142,0.016023,9.66,7.01,2.65,WARNING,event_day
4379.0,FOOD_COURT_A,42.39,0.2826,0.7701,0.4409,76.07,0.2312,0.7376,0.019309,10.48,6.35,4.12,WARNING,event_day
4380.0,FOOD_COURT_A,44.42,0.2961,0.9393,0.3939,85.39,0.2687,0.6849,0.014092,11.56,7.86,3.7,WARNING,event_day
4381.0,FOOD_COURT_A,45.81,0.3054,0.8906,0.2538,70.64,0.2658,0.5309,0.016771,9.13,6.67,2.46,WARNING,event_day
4382.0,FOOD_COURT_A,53.1,0.354,0.8379,0.4011,30.14,0.2335,0.6698,0.010401,11.41,4.15,7.25,WARNING,event_day
4383.0,FOOD_COURT_A,69.41,0.4627,0.6101,0.4423,75.19,0.3407,0.7211,0.01725,12.83,5.19,7.64,WARNING,event_day
4384.0,FOOD_COURT_A,62.08,0.4139,0.7225,0.3102,85.28,0.3428,0.6723,0.016037,15.25,7.66,7.59,WARNING,event_day
4385.0,FOOD_COURT_A,63.16,0.4211,0.8033,0.4541,109.04,0.3481,0.5555,0.014869,20.89,13.86,7.03,WARNING,event_day
4386.0,FOOD_COURT_A,55.51,0.3701,0.7797,0.425,86.17,0.2789,0.7043,0.01429,16.03,7.13,8.9,WARNING,event_day
4387.0,FOOD_COURT_A,75.6,0.504,0.9337,0.4386,98.38,0.274,0.7162,0.019763,14.4,8.71,5.69,WARNING,event_day
4388.0,FOOD_COURT_A,59.19,0.3946,1.0435,0.3727,83.01,0.4433,0.6885,0.013781,10.89,5.45,5.44,WARNING,event_day
4389.0,FOOD_COURT_A,53.92,0.3595,0.4773,0.3707,110.02,0.3495,0.6756,0.010429,18.3,11.65,6.65,WARNING,event_day
4390.0,FOOD_COURT_A,60.08,0.4005,0.4311,0.3864,88.61,0.2708,0.6814,0.018403,12.4,6.33,6.07,WARNING,event_day
4391.0,FOOD_COURT_A,53.57,0.3571,0.6452,0.3894,77.7,0.4064,0.7,0.011534,9.28,4.09,5.19,WARNING,event_day
4392.0,FOOD_COURT_A,59.41,0.3961,0.3794,0.3964,100.65,0.2777,0.7794,0.012064,9.9,3.23,6.67,WARNING,event_day
4393.0,FOOD_COURT_A,58.91,0.3928,0.6454,0.4475,86.21,0.1489,0.6701,0.012411,16.44,6.98,9.46,WARNING,event_day
4394.0,FOOD_COURT_A,61.03,0.4069,0.7248,0.4664,90.8,0.2667,0.5178,0.012801,12.05,7.57,4.47,WARNING,event_day
4395.0,FOOD_COURT_A,50.93,0.3396,0.5972,0.4196,91.65,0.2921,0.6912,0.006291,17.43,9.89,7.54,WARNING,event_day
4396.0,FOOD_COURT_A,48.87,0.3258,0.5881,0.388,68.43,0.1994,0.727,0.007374,6.26,6.01,0.25,WARNING,event_day
4397.0,FOOD_COURT_A,57.53,0.3835,0.4315,0.4598,46.2,0.2835,0.8486,0.013581,16.22,12.83,3.39,WARNING,event_day
4398.0,FOOD_COURT_A,43.32,0.2888,0.4728,0.4176,79.28,0.1974,0.723,0.01739,19.43,9.32,10.11,WARNING,event_day
4399.0,FOOD_COURT_A,67.52,0.4501,0.5412,0.4288,115.86,0.2748,0.7036,0.013381,14.54,7.24,7.31,WARNING,event_day
4400.0,FOOD_COURT_A,69.86,0.4657,0.7443,0.3951,67.65,0.374,0.7261,0.010043,8.56,6.96,1.6,WARNING,event_day
4401.0,FOOD_COURT_A,56.98,0.3799,0.5793,0.368,81.63,0.275,0.713,0.010428,10.02,5.38,4.64,WARNING,event_day
4402.0,FOOD_COURT_A,55.87,0.3725,0.5914,0.3401,99.8,0.3296,0.5967,0.010998,22.17,10.71,11.46,WARNING,event_day
4403.0,FOOD_COURT_A,60.48,0.4032,0.6509,0.3864,60.16,0.3279,0.7448,0.009879,15.17,6.04,9.13,WARNING,event_day
4404.0,FOOD_COURT_A,64.3,0.4287,0.7394,0.3271,100.4,0.466,0.7473,0.009222,13.65,7.99,5.66,WARNING,event_day
4405.0,FOOD_COURT_A,51.35,0.3423,0.7307,0.4165,108.64,0.3045,0.701,0.013639,8.07,2.72,5.36,WARNING,event_day
4406.0,FOOD_COURT_A,54.71,0.3647,0.5358,0.2794,69.81,0.3485,0.6664,0.006627,13.34,6.92,6.42,WARNING,event_day
4407.0,FOOD_COURT_A,62.87,0.4191,0.7349,0.2943,56.77,0.2601,0.6391,0.012083,7.39,0.0,7.39,WARNING,event_day
4408.0,FOOD_COURT_A,43.59,0.2906,0.6564,0.3148,118.7,0.2402,0.708,0.010679,16.63,6.52,10.11,WARNING,event_day
4409.0,FOOD_COURT_A,62.75,0.4184,0.9248,0.4936,111.52,0.2947,0.6733,0.012092,17.8,9.08,8.72,WARNING,event_day
4410.0,FOOD_COURT_A,46.34,0.3089,0.7388,0.3854,86.3,0.3201,0.6297,0.02448,18.57,10.82,7.74,WARNING,event_day
4411.0,FOOD_COURT_A,57.45,0.383,0.5013,0.4326,84.69,0.1766,0.6724,0.012052,7.23,3.17,4.06,WARNING,event_day
4412.0,FOOD_COURT_A,68.2,0.4547,0.5903,0.4102,83.6,0.1874,0.6295,0.012045,8.39,3.66,4.73,WARNING,event_day
4413.0,FOOD_COURT_A,60.97,0.4065,0.6561,0.3918,97.22,0.2014,0.5915,0.012938,9.6,6.31,3.3,WARNING,event_day
4414.0,FOOD_COURT_A,56.96,0.3798,0.6882,0.2976,82.58,0.2894,0.6852,0.014053,12.89,5.88,7.01,WARNING,event_day
4415.0,FOOD_COURT_A,40.43,0.2696,0.7502,0.3288,84.02,0.3294,0.5987,0.012109,16.83,7.14,9.69,WARNING,event_day
4416.0,FOOD_COURT_A,55.19,0.3679,0.7872,0.4339,103.56,0.3513,0.6374,0.010979,13.56,5.58,7.99,WARNING,event_day
4417.0,FOOD_COURT_A,49.16,0.3277,0.7284,0.3701,82.09,0.2615,0.7598,0.006131,11.02,7.2,3.81,WARNING,event_day
4418.0,FOOD_COURT_A,39.17,0.2611,0.9554,0.4686,95.22,0.357,0.7158,0.009357,15.26,7.23,8.04,WARNING,event_day
4419.0,FOOD_COURT_A,45.5,0.3033,0.7638,0.3486,87.7,0.2937,0.7458,0.00876,15.55,7.99,7.57,WARNING,event_day
4420.0,FOOD_COURT_A,48.33,0.3222,0.9005,0.4022,112.47,0.3146,0.5938,0.012714,15.87,7.51,8.36,WARNING,event_day
4421.0,FOOD_COURT_A,63.76,0.4251,0.5837,0.4463,114.14,0.1844,0.6677,0.013372,16.38,8.25,8.12,WARNING,event_day
4422.0,FOOD_COURT_A,62.74,0.4183,0.4621,0.4289,96.38,0.2958,0.6282,0.013071,15.41,6.33,9.09,WARNING,event_day
4423.0,FOOD_COURT_A,63.41,0.4227,0.4395,0.4283,78.49,0.2859,0.6898,0.014487,13.72,8.03,5.7,WARNING,event_day
4424.0,FOOD_COURT_A,59.33,0.3955,0.5516,0.5136,77.33,0.1966,0.7321,0.010363,10.11,7.22,2.88,WARNING,event_day
4425.0,FOOD_COURT_A,43.6,0.2907,0.4953,0.3485,87.65,0.2962,0.6561,0.008738,10.36,6.15,4.22,WARNING,event_day
4426.0,FOOD_COURT_A,59.4,0.396,0.5869,0.2641,95.54,0.344,0.7215,0.014748,17.7,8.62,9.08,WARNING,event_day
4427.0,FOOD_COURT_A,58.03,0.3869,0.616,0.386,133.7,0.4827,0.67,0.010398,11.7,5.6,6.1,WARNING,event_day
4428.0,FOOD_COURT_A,75.27,0.5018,0.4216,0.722,129.72,0.5179,0.7314,0.016605,22.96,13.75,9.22,HIGH,event_day
4429.0,FOOD_COURT_A,84.69,0.5646,0.2049,0.825,149.65,0.5619,0.7627,0.014292,13.83,3.91,9.92,HIGH,event_day
4430.0,FOOD_COURT_A,71.57,0.4772,0.25,0.8284,181.65,0.5887,0.8159,0.021414,21.04,13.46,7.58,HIGH,event_day
4431.0,FOOD_COURT_A,75.42,0.5028,0.0867,0.7874,162.36,0.5238,0.7788,0.024795,20.12,11.08,9.04,HIGH,event_day
4432.0,FOOD_COURT_A,76.9,0.5127,0.033,0.9096,193.56,0.5298,0.7745,0.032898,19.41,8.5,10.91,HIGH,event_day
4433.0,FOOD_COURT_A,98.71,0.6581,0.128,0.8337,137.1,0.6953,0.8226,0.0203,16.75,7.02,9.73,HIGH,event_day
4434.0,FOOD_COURT_A,72.06,0.4804,0.1403,0.7367,195.31,0.5929,0.7364,0.030044,22.38,8.53,13.86,HIGH,event_day
4435.0,FOOD_COURT_A,78.22,0.5215,0.0491,0.6304,191.54,0.5638,0.7888,0.026455,23.63,10.54,13.09,HIGH,event_day
4436.0,FOOD_COURT_A,79.63,0.5309,0.1301,0.663,186.44,0.6318,0.8313,0.027496,23.41,11.9,11.51,HIGH,event_day
4437.0,FOOD_COURT_A,104.29,0.6952,0.1911,0.6897,222.96,0.5723,0.7668,0.032072,22.11,8.72,13.39,HIGH,event_day
4438.0,FOOD_COURT_A,89.37,0.5958,0.1522,0.5761,211.69,0.4922,0.8006,0.032383,23.95,9.86,14.08,HIGH,event_day
4439.0,FOOD_COURT_A,101.58,0.6772,0.2468,0.73,194.69,0.5327,0.8783,0.025659,16.25,8.68,7.57,HIGH,event_day
4440.0,FOOD_COURT_A,111.87,0.7458,0.3045,0.6998,187.77,0.5216,0.9482,0.030073,14.38,6.31,8.06,HIGH,event_day
4441.0,FOOD_COURT_A,96.2,0.6413,0.2963,0.6128,217.26,0.5565,0.8521,0.027063,20.77,15.21,5.55,HIGH,event_day
4442.0,FOOD_COURT_A,89.71,0.5981,0.1817,0.8017,204.49,0.5013,0.7973,0.020648,12.92,6.16,6.77,HIGH,event_day
4443.0,FOOD_COURT_A,79.51,0.5301,0.0831,0.6272,166.8,0.6387,0.9392,0.027919,23.12,6.98,16.14,HIGH,event_day
4444.0,FOOD_COURT_A,94.76,0.6317,0.205,0.6421,167.87,0.6129,0.8466,0.028397,25.04,13.06,11.98,HIGH,event_day
4445.0,FOOD_COURT_A,109.97,0.7331,0.206,0.797,148.41,0.5976,0.8767,0.021929,21.52,11.18,10.34,HIGH,event_day
4446.0,FOOD_COURT_A,99.77,0.6651,0.2065,0.6259,174.28,0.5439,0.7516,0.019351,18.43,12.14,6.29,HIGH,event_day
4447.0,FOOD_COURT_A,101.5,0.6767,0.3631,0.7896,177.5,0.6461,0.8528,0.039018,23.6,16.9,6.7,HIGH,event_day
4448.0,FOOD_COURT_A,102.6,0.684,0.3646,0.6891,239.32,0.6739,0.7628,0.029422,19.36,15.31,4.04,HIGH,event_day
4449.0,FOOD_COURT_A,103.61,0.6907,0.3258,0.6787,231.43,0.6083,0.7261,0.029564,22.9,9.09,13.81,HIGH,event_day
4450.0,FOOD_COURT_A,87.94,0.5863,0.2537,0.8598,164.31,0.6406,0.8223,0.026708,21.39,8.46,12.93,HIGH,event_day
4451.0,FOOD_COURT_A,98.17,0.6545,0.2004,0.7588,206.35,0.5444,0.7512,0.031068,16.32,8.32,8.0,HIGH,event_day
4452.0,FOOD_COURT_A,87.66,0.5844,0.1532,0.5494,170.67,0.5284,0.8843,0.022819,19.64,12.37,7.28,HIGH,event_day
4453.0,FOOD_COURT_A,76.42,0.5095,0.2016,0.535,147.74,0.4679,0.8968,0.023547,15.22,9.06,6.16,HIGH,event_day
4454.0,FOOD_COURT_A,76.68,0.5112,0.2228,0.6989,128.26,0.4762,0.8194,0.009805,16.29,9.62,6.68,HIGH,event_day
4455.0,FOOD_COURT_A,79.62,0.5308,0.2669,0.5359,117.7,0.5506,0.9206,0.014027,21.92,9.76,12.17,HIGH,event_day
4456.0,FOOD_COURT_A,90.12,0.6008,0.0992,0.7596,183.01,0.6037,0.8269,0.023083,24.15,12.13,12.03,HIGH,event_day
4457.0,FOOD_COURT_A,77.59,0.5173,0.1379,0.7423,193.48,0.5527,0.8566,0.024018,26.17,16.06,10.11,HIGH,event_day
4458.0,FOOD_COURT_A,76.81,0.512,0.1481,0.7136,202.81,0.5797,0.8879,0.025409,27.21,16.58,10.63,HIGH,event_day
4459.0,FOOD_COURT_A,102.04,0.6802,0.3647,0.8172,193.94,0.5387,0.9306,0.027718,19.67,11.5,8.17,HIGH,event_day
4460.0,FOOD_COURT_A,103.47,0.6898,0.2069,0.6495,188.07,0.5784,0.8623,0.032533,21.64,14.61,7.03,HIGH,event_day
4461.0,FOOD_COURT_A,98.23,0.6549,0.3601,0.7936,215.88,0.5665,0.8751,0.036714,28.49,15.99,12.5,HIGH,event_day
4462.0,FOOD_COURT_A,81.39,0.5426,0.2682,0.6728,191.69,0.5417,0.9625,0.034064,14.73,6.71,8.01,HIGH,event_day
4463.0,FOOD_COURT_A,77.79,0.5186,0.1951,0.7092,155.24,0.5938,0.9155,0.030031,21.95,5.47,16.47,HIGH,event_day
4464.0,FOOD_COURT_A,91.05,0.607,0.1857,0.738,214.18,0.5443,0.8996,0.027471,21.91,10.79,11.12,HIGH,event_day
4465.0,FOOD_COURT_A,102.87,0.6858,0.1702,0.7111,257.13,0.3742,0.8546,0.031012,15.41,6.93,8.48,HIGH,event_day
4466.0,FOOD_COURT_A,79.47,0.5298,0.229,0.7637,238.59,0.468,0.8181,0.027097,20.5,10.4,10.1,HIGH,event_day
4467.0,FOOD_COURT_A,88.06,0.5871,0.2605,0.7718,163.26,0.6532,0.7913,0.036665,21.75,9.02,12.73,HIGH,event_day
4468.0,FOOD_COURT_A,68.97,0.4598,0.2563,0.7422,175.76,0.5225,0.9251,0.033265,20.24,8.75,11.48,HIGH,event_day
4469.0,FOOD_COURT_A,70.89,0.4726,0.3666,0.6765,212.34,0.4977,0.8919,0.024691,24.83,13.89,10.95,HIGH,event_day
4470.0,FOOD_COURT_A,91.31,0.6087,0.4196,0.613,178.62,0.6553,0.8465,0.030215,28.19,11.64,16.54,HIGH,event_day
4471.0,FOOD_COURT_A,84.58,0.5639,0.3829,0.7239,183.58,0.638,0.9048,0.028657,27.74,12.6,15.14,HIGH,event_day
4472.0,FOOD_COURT_A,83.24,0.5549,0.2241,0.7078,205.91,0.5252,0.9483,0.017851,26.42,16.25,10.18,HIGH,event_day
4473.0,FOOD_COURT_A,89.2,0.5946,0.2096,0.6739,210.72,0.5508,0.9297,0.021007,22.42,8.55,13.88,HIGH,event_day
4474.0,FOOD_COURT_A,92.02,0.6134,0.0969,0.6969,204.87,0.5186,0.9286,0.010942,20.91,9.39,11.52,HIGH,event_day
4475.0,FOOD_COURT_A,86.0,0.5733,0.1362,0.7152,173.55,0.6957,0.8782,0.028921,27.45,11.58,15.87,HIGH,event_day
4476.0,FOOD_COURT_A,81.32,0.5421,0.3246,0.7888,183.35,0.5258,0.7955,0.020867,22.23,10.8,11.43,HIGH,event_day
4477.0,FOOD_COURT_A,80.46,0.5364,0.2273,0.696,149.28,0.6628,0.9386,0.02232,28.51,12.79,15.72,HIGH,event_day
4478.0,FOOD_COURT_A,86.03,0.5735,0.2906,0.7559,175.97,0.5602,0.899,0.0195,11.79,6.15,5.64,HIGH,event_day
4479.0,FOOD_COURT_A,91.94,0.613,0.2275,0.8134,198.7,0.4623,0.8518,0.029032,18.63,8.23,10.4,HIGH,event_day
4480.0,FOOD_COURT_A,87.6,0.584,0.2917,0.6652,150.54,0.5908,0.8187,0.023804,19.32,11.38,7.93,HIGH,event_day
4481.0,FOOD_COURT_A,72.95,0.4864,0.3359,0.5852,178.28,0.7423,0.753,0.014161,16.41,10.53,5.88,HIGH,event_day
4482.0,FOOD_COURT_A,76.03,0.5068,0.4037,0.7929,222.47,0.6339,0.8153,0.02545,16.37,8.12,8.24,HIGH,event_day
4483.0,FOOD_COURT_A,86.38,0.5758,0.1937,0.6648,178.02,0.5847,0.7764,0.018984,22.44,12.26,10.18,HIGH,event_day
4484.0,FOOD_COURT_A,106.54,0.7103,0.0846,0.7506,177.14,0.6644,0.855,0.029289,25.95,11.93,14.03,HIGH,event_day
4485.0,FOOD_COURT_A,77.23,0.5149,0.1414,0.4098,138.79,0.6381,0.7856,0.025406,34.87,17.36,17.51,HIGH,event_day
4486.0,FOOD_COURT_A,74.63,0.4976,0.0658,0.5955,168.22,0.6735,0.8093,0.028151,20.52,10.22,10.3,HIGH,event_day
4487.0,FOOD_COURT_A,88.29,0.5886,0.1815,0.5717,147.08,0.5864,0.7676,0.019223,21.69,14.02,7.67,HIGH,event_day
4488.0,FOOD_COURT_A,90.31,0.602,0.2053,0.6819,167.52,0.5378,0.7664,0.01675,16.31,9.32,6.99,HIGH,event_day
4489.0,FOOD_COURT_A,98.97,0.6598,0.2919,0.7595,169.04,0.6189,0.7787,0.021841,12.76,4.72,8.04,HIGH,event_day
4490.0,FOOD_COURT_A,84.92,0.5661,0.1921,0.8472,214.95,0.5818,0.9006,0.029567,30.21,19.0,11.21,HIGH,event_day
4491.0,FOOD_COURT_A,86.54,0.577,0.1654,0.8394,196.66,0.5462,0.8375,0.022946,22.02,13.73,8.3,HIGH,event_day
4492.0,FOOD_COURT_A,79.01,0.5268,0.1642,0.6414,186.77,0.3915,0.8398,0.024334,19.54,9.01,10.53,HIGH,event_day
4493.0,FOOD_COURT_A,85.67,0.5711,0.1794,0.6627,207.56,0.5712,0.8371,0.01587,27.51,13.34,14.17,HIGH,event_day
4494.0,FOOD_COURT_A,93.86,0.6257,0.2241,0.7101,192.34,0.6729,0.8348,0.03007,25.17,10.31,14.86,HIGH,event_day
4495.0,FOOD_COURT_A,101.34,0.6756,0.1783,0.6774,202.82,0.4799,0.8339,0.032571,23.93,14.39,9.54,HIGH,event_day
4496.0,FOOD_COURT_A,89.26,0.5951,0.3572,0.6402,152.79,0.5423,0.919,0.026442,20.9,11.64,9.27,HIGH,event_day
4497.0,FOOD_COURT_A,95.82,0.6388,0.4693,0.6413,211.87,0.5656,0.7137,0.031988,27.71,10.69,17.02,HIGH,event_day
4498.0,FOOD_COURT_A,98.83,0.6589,0.2902,0.8283,179.94,0.4125,0.8306,0.033173,16.84,11.35,5.49,HIGH,event_day
4499.0,FOOD_COURT_A,81.04,0.5402,0.2696,0.7762,215.82,0.4671,0.8827,0.021062,25.73,14.54,11.19,HIGH,event_day
4500.0,FOOD_COURT_A,97.43,0.6495,0.3564,0.7217,211.78,0.5423,0.9017,0.024406,20.25,9.37,10.88,HIGH,event_day
4501.0,FOOD_COURT_A,97.84,0.6523,0.2456,0.6805,143.74,0.5581,0.8399,0.028912,23.63,9.64,13.99,HIGH,event_day
4502.0,FOOD_COURT_A,94.98,0.6332,0.3014,0.7668,151.6,0.5007,0.8015,0.021796,30.91,11.92,18.99,HIGH,event_day
4503.0,FOOD_COURT_A,100.93,0.6728,0.1943,0.737,174.09,0.5502,0.8039,0.030899,16.12,8.28,7.84,HIGH,event_day
4504.0,FOOD_COURT_A,106.6,0.7106,0.2941,0.7392,136.48,0.5212,0.8409,0.024468,21.91,12.15,9.76,HIGH,event_day
4505.0,FOOD_COURT_A,85.59,0.5706,0.3108,0.6523,189.11,0.5346,0.866,0.019913,15.26,14.85,0.4,HIGH,event_day
4506.0,FOOD_COURT_A,61.77,0.4118,0.657,0.4,91.85,0.4812,0.7281,0.013503,11.5,2.51,8.99,WARNING,event_day
4507.0,FOOD_COURT_A,51.04,0.3403,0.8951,0.4666,110.48,0.477,0.7959,0.018645,16.2,9.5,6.69,WARNING,event_day
4508.0,FOOD_COURT_A,54.1,0.3607,0.9243,0.5527,89.75,0.3791,0.8384,0.020727,9.76,4.15,5.61,WARNING,event_day
4509.0,FOOD_COURT_A,50.37,0.3358,0.4283,0.4971,80.2,0.2887,0.7854,0.010151,9.67,6.5,3.17,WARNING,event_day
4510.0,FOOD_COURT_A,59.31,0.3954,0.7218,0.369,95.58,0.2018,0.7071,0.011388,12.16,5.77,6.4,WARNING,event_day
4511.0,FOOD_COURT_A,65.11,0.4341,0.4982,0.1942,78.7,0.2768,0.7277,0.006369,16.71,6.35,10.36,WARNING,event_day
4512.0,FOOD_COURT_A,66.17,0.4411,0.687,0.2295,105.86,0.3082,0.6901,0.009337,12.17,5.43,6.74,WARNING,event_day
4513.0,FOOD_COURT_A,72.05,0.4803,0.5577,0.3648,77.87,0.3883,0.8121,0.007592,9.2,3.1,6.1,WARNING,event_day
4514.0,FOOD_COURT_A,51.74,0.3449,0.4548,0.3322,79.6,0.3777,0.7018,0.009244,11.93,7.75,4.18,WARNING,event_day
4515.0,FOOD_COURT_A,51.52,0.3435,0.6986,0.2646,70.97,0.229,0.719,0.002773,18.49,7.86,10.62,WARNING,event_day
4516.0,FOOD_COURT_A,48.26,0.3217,0.6731,0.2971,79.56,0.2181,0.8245,0.009434,11.38,6.48,4.9,WARNING,event_day
4517.0,FOOD_COURT_A,64.87,0.4325,0.4161,0.3387,107.62,0.2354,0.7033,0.010708,14.41,9.73,4.68,WARNING,event_day
4518.0,FOOD_COURT_A,58.88,0.3926,0.7977,0.3458,110.94,0.2829,0.683,0.016675,15.19,11.65,3.54,WARNING,event_day
4519.0,FOOD_COURT_A,56.13,0.3742,0.5756,0.409,71.28,0.3106,0.8084,0.016695,14.5,3.75,10.74,WARNING,event_day
4520.0,FOOD_COURT_A,37.32,0.2488,0.8302,0.326,102.67,0.3435,0.7875,0.015648,18.41,12.0,6.42,WARNING,event_day
4521.0,FOOD_COURT_A,43.46,0.2898,0.5801,0.4005,96.77,0.3066,0.6108,0.013409,15.78,9.99,5.79,WARNING,event_day
4522.0,FOOD_COURT_A,51.36,0.3424,0.6198,0.5467,107.19,0.3416,0.6584,0.007171,15.29,9.26,6.03,WARNING,event_day
4523.0,FOOD_COURT_A,59.37,0.3958,0.5997,0.4895,77.62,0.2968,0.7092,0.004163,15.67,9.18,6.49,WARNING,event_day
4524.0,FOOD_COURT_A,54.09,0.3606,0.7235,0.4074,115.87,0.2583,0.6594,0.015206,12.94,6.95,5.99,WARNING,event_day
4525.0,FOOD_COURT_A,51.65,0.3443,0.631,0.3069,87.8,0.1504,0.5903,0.018377,12.66,7.13,5.54,WARNING,event_day
4526.0,FOOD_COURT_A,60.79,0.4053,0.722,0.3568,104.17,0.3122,0.5747,0.015115,16.84,8.27,8.58,WARNING,event_day
4527.0,FOOD_COURT_A,67.07,0.4471,0.686,0.3214,136.47,0.2778,0.6444,0.013739,12.8,6.83,5.97,WARNING,event_day
4528.0,FOOD_COURT_A,64.66,0.4311,0.6401,0.328,81.96,0.2766,0.6075,0.009288,20.98,11.12,9.86,WARNING,event_day
4529.0,FOOD_COURT_A,42.1,0.2807,0.5489,0.3618,92.94,0.33,0.7571,0.011147,9.58,4.35,5.23,WARNING,event_day
4530.0,FOOD_COURT_A,60.25,0.4016,0.5923,0.3342,99.21,0.4852,0.6514,0.01517,9.51,6.56,2.94,WARNING,event_day
4531.0,FOOD_COURT_A,54.03,0.3602,0.666,0.4442,104.41,0.5232,0.588,0.010258,15.54,6.93,8.61,WARNING,event_day
4532.0,FOOD_COURT_A,54.24,0.3616,0.6667,0.3947,77.16,0.3383,0.5565,0.014906,14.01,6.57,7.44,WARNING,event_day
4533.0,FOOD_COURT_A,57.36,0.3824,0.8857,0.4463,77.57,0.2231,0.625,0.015935,15.4,10.05,5.35,WARNING,event_day
4534.0,FOOD_COURT_A,61.99,0.4132,0.6989,0.3108,87.64,0.252,0.6654,0.014686,15.56,8.58,6.98,WARNING,event_day
4535.0,FOOD_COURT_A,59.83,0.3989,0.5476,0.2654,84.31,0.3715,0.6718,0.009643,14.9,10.1,4.8,WARNING,event_day
4536.0,FOOD_COURT_A,57.35,0.3823,0.7914,0.3171,92.47,0.4455,0.8378,0.009639,18.46,9.45,9.01,WARNING,event_day
4537.0,FOOD_COURT_A,65.91,0.4394,0.6526,0.2758,104.28,0.2219,0.7091,0.008382,10.71,3.49,7.21,WARNING,event_day
4538.0,FOOD_COURT_A,54.88,0.3658,0.8254,0.4172,96.53,0.2731,0.7523,0.013427,11.99,5.32,6.68,WARNING,event_day
4539.0,FOOD_COURT_A,63.25,0.4217,0.7477,0.3569,101.47,0.3603,0.6596,0.010235,8.36,1.86,6.49,WARNING,event_day
4540.0,FOOD_COURT_A,51.24,0.3416,0.7819,0.3833,73.17,0.3809,0.6241,0.012837,11.59,2.45,9.14,WARNING,event_day
4541.0,FOOD_COURT_A,57.89,0.3859,0.7603,0.4498,68.83,0.3901,0.6662,0.016717,6.88,5.98,0.9,WARNING,event_day
4542.0,FOOD_COURT_A,57.93,0.3862,0.5158,0.3637,104.03,0.4256,0.6528,0.015175,16.75,12.13,4.62,WARNING,event_day
4543.0,FOOD_COURT_A,63.79,0.4253,0.2797,0.3784,104.42,0.3515,0.6903,0.011941,11.4,9.06,2.34,WARNING,event_day
4544.0,FOOD_COURT_A,62.37,0.4158,0.7768,0.2712,94.51,0.363,0.6657,0.01532,19.04,9.93,9.11,WARNING,event_day
4545.0,FOOD_COURT_A,60.53,0.4035,0.5716,0.4317,82.88,0.2913,0.661,0.012536,13.52,3.54,9.98,WARNING,event_day
4546.0,FOOD_COURT_A,57.86,0.3857,0.5377,0.3238,95.06,0.3253,0.5777,0.015435,9.43,5.59,3.84,WARNING,event_day
4547.0,FOOD_COURT_A,48.9,0.326,0.5245,0.3356,108.47,0.3342,0.7341,0.01319,14.64,9.27,5.37,WARNING,event_day
4548.0,FOOD_COURT_A,58.05,0.387,0.5317,0.2952,82.44,0.2696,0.6387,0.01727,11.38,4.64,6.74,WARNING,event_day
4549.0,FOOD_COURT_A,48.31,0.3221,0.5752,0.3735,68.08,0.2409,0.582,0.014622,16.11,6.99,9.12,WARNING,event_day
4550.0,FOOD_COURT_A,63.68,0.4245,0.7771,0.3935,78.84,0.2791,0.7005,0.015783,11.51,5.04,6.47,WARNING,event_day
4551.0,FOOD_COURT_A,51.73,0.3449,0.8776,0.3431,85.8,0.3387,0.7748,0.006798,12.07,3.17,8.9,WARNING,event_day
4552.0,FOOD_COURT_A,55.29,0.3686,0.6827,0.3363,103.21,0.2471,0.7497,0.00973,8.86,6.51,2.34,WARNING,event_day
4553.0,FOOD_COURT_A,60.33,0.4022,0.7025,0.2844,77.5,0.2634,0.6839,0.004888,15.45,7.17,8.28,WARNING,event_day
4554.0,FOOD_COURT_A,53.47,0.3565,0.8147,0.349,103.42,0.3506,0.7386,0.012051,7.83,4.74,3.09,WARNING,event_day
